event_id,name,artist_ids,art_forms,genres,language,city,venue,style,mood_tags,festival,festivals,event_type,date,capacity,ticket_price,status
E0105,Celebration of Kavinda Ranasinghe,['A0030'],['literature'],['traditional'],['sinhala'],Ampara,Temple Trees Grounds,['contemporary'],"['devotional', 'spiritual']",,[],concert,2026-02-27T10:09:28.502400,1000,500,upcoming
E0106,Independence Day - Lasith Wickremasinghe,"['A0057', 'A0020', 'A0048']","['dance', 'music', 'visual_arts']","['folk_music', 'elle', 'contemporary', 'kandyan']","['english', 'sinhala']",Nuwara Eliya,Waters Edge,"['traditional', 'contemporary']","['devotional', 'spiritual', 'patriotic']",independence_day,['independence_day'],performance,2026-07-28T10:09:28.502414,2000,0,upcoming
E0107,Celebration of Kavinda Jayawardena,['A0056'],['crafts'],['traditional'],['sinhala'],Ampara,Sugathadasa Indoor Stadium,['contemporary'],"['patriotic', 'energetic']",,[],exhibition,2026-03-23T10:09:28.502424,50,1500,upcoming
E0108,Celebration of Chandima Mendis,['A0052'],['drama'],['nadagam'],['sinhala'],Kalutara,Nelum Pokuna Theatre,['contemporary'],"['celebratory', 'reflective', 'patriotic']",,[],exhibition,2026-05-03T10:09:28.502435,500,3000,upcoming
E0109,Night of Priya Dissanayake,['A0043'],['visual_arts'],"['traditional', 'contemporary']",['english'],Batticaloa,Viharamahadevi Park Open Air Theatre,['contemporary'],"['spiritual', 'intellectual', 'energetic']",,[],exhibition,2026-06-23T10:09:28.502458,200,500,upcoming
E0110,Independence Day - Meena Wickremasinghe,"['A0058', 'A0051', 'A0025']","['drama', 'crafts']","['kolam', 'traditional', 'contemporary', 'nadagam']","['tamil', 'sinhala']",Galle,Lionel Wendt Theatre,"['traditional', 'contemporary']","['devotional', 'spiritual', 'patriotic']",independence_day,['independence_day'],performance,2026-04-13T10:09:28.502473,2000,0,upcoming
E0111,Celebration of Rookantha Gunathilaka,['A0010'],['drama'],['kolam'],['sinhala'],Hambantota,Independence Square,['traditional'],['reflective'],,[],exhibition,2026-08-03T10:09:28.502484,50,1500,upcoming
E0112,Live Vindya Nadarajah,"['A0039', 'A0003']","['music', 'drama']","['contemporary', 'devotional_buddhist']","['tamil', 'sinhala']",Monaragala,Cinnamon Lakeside Ballroom,"['traditional', 'contemporary']","['devotional', 'spiritual', 'reflective']",,[],concert,2026-08-04T10:09:28.502496,50,0,upcoming
E0113,Night of H.R. Jothipala,['A0024'],['music'],['fusion'],['sinhala'],Chilaw,Independence Square,"['contemporary', 'fusion']","['celebratory', 'devotional', 'intellectual']",,[],festival,2026-04-23T10:09:28.502506,500,1000,upcoming
E0114,Live Priya Dissanayake,['A0043'],['visual_arts'],"['traditional', 'contemporary']",['english'],Batticaloa,Harold Peiris Gallery,['contemporary'],"['spiritual', 'intellectual', 'energetic']",,[],concert,2026-05-06T10:09:28.502517,500,3000,upcoming
E0115,Esala Perahera - Lasith De Silva,"['A0017', 'A0039']","['literature', 'music']","['traditional', 'contemporary', 'devotional_buddhist']","['english', 'sinhala']",Trincomalee,Cinnamon Lakeside Ballroom,"['traditional', 'contemporary']","['devotional', 'spiritual', 'patriotic']",esala_perahera,['esala_perahera'],competition,2026-06-28T10:09:28.502529,2000,1000,upcoming
E0116,Celebration of Sachini Dissanayake,['A0007'],['dance'],['fusion'],['sinhala'],Anuradhapura,Galle Face Green,"['contemporary', 'fusion']","['spiritual', 'intellectual', 'energetic']",,[],workshop,2026-04-09T10:09:28.502539,1000,500,upcoming
E0117,Independence Day - Chathura Senanayake,"['A0012', 'A0022']","['visual_arts', 'crafts']","['traditional', 'contemporary']","['english', 'sinhala']",Kegalle,Galadari Hotel Ballroom,['contemporary'],"['spiritual', 'reflective', 'patriotic']",independence_day,['independence_day'],exhibition,2026-04-12T10:09:28.502551,2000,500,upcoming
E0118,Evening with Lahiru Amarasinghe,['A0000'],['visual_arts'],['traditional'],['sinhala'],Colombo,Bishop's College Auditorium,['contemporary'],['romantic'],,[],competition,2026-03-12T10:09:28.502561,50,2000,upcoming
E0119,Night of Anusha Gunawardena,['A0005'],['music'],['elle'],['sinhala'],Ampara,Diyatha Uyana,['contemporary'],['devotional'],,[],concert,2026-03-15T10:09:28.502572,200,3000,upcoming
