event_id,name,artist_ids,art_forms,genres,language,region,venue,style,mood_tags,festival,festivals,event_type,date,capacity,ticket_price,status,capacity_norm,ticket_price_norm
E0167,Celebration of Dilini Gunasekara,"['A0407', 'A0292', 'A0100']","['dance', 'drama', 'music']","['classical_sinhala', 'kolam', 'fusion', 'street_drama', 'sabaragamuwa']",['sinhala'],uva,Cinnamon Lakeside Ballroom,"['contemporary', 'traditional', 'fusion']","['patriotic', 'devotional', 'romantic']",Unknown,[],ritual_ceremony,2026-05-12 12:53:44.322035,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0168,Independence Day - Karunarathna Divulgane,"['A0034', 'A0288']","['crafts', 'literature']","['traditional', 'contemporary']","['sinhala', 'english']",western,Paradise Road Gallery,['contemporary'],"['romantic', 'spiritual', 'intellectual']",independence_day,['independence_day'],ritual_ceremony,2026-04-19 12:53:44.322051,2000,0,upcoming,1.0,0.0
E0169,Evening with Hiruni Pathirana,['A0245'],['crafts'],['traditional'],['sinhala'],north_central,Anuradhapura Cultural Centre,['contemporary'],"['patriotic', 'energetic', 'reflective']",Unknown,[],workshop,2026-06-06 12:53:44.322065,50,500,upcoming,0.0,0.16666666666666666
E0170,Live Nalaka Kumar,['A0181'],['literature'],['traditional'],['sinhala'],central,Cinnamon Grand Ballroom,['contemporary'],['intellectual'],Unknown,[],competition,2026-06-08 12:53:44.322078,500,0,upcoming,0.23076923076923078,0.0
E0171,Live Chandima Kumara,['A0485'],['crafts'],['traditional'],['sinhala'],southern,Galle International Cricket Stadium,['contemporary'],"['celebratory', 'energetic', 'romantic']",Unknown,[],exhibition,2026-03-23 12:53:44.322092,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0172,Night of Thisara Pathirana,"['A0278', 'A0021']","['drama', 'crafts']","['traditional', 'nurti']",['sinhala'],uva,Maharagama Youth Centre,['contemporary'],"['intellectual', 'energetic', 'reflective']",Unknown,[],workshop,2026-04-14 12:53:44.322107,50,3000,upcoming,0.0,1.0
E0173,Evening with Lahiru Perera,['A0085'],['visual_arts'],"['traditional', 'contemporary']","['sinhala', 'english']",north_central,Harold Peiris Gallery,['contemporary'],['patriotic'],Unknown,[],exhibition,2026-07-03 12:53:44.322121,100,2000,upcoming,0.02564102564102564,0.6666666666666666
E0174,Night of Sandani Jayawardena,['A0465'],['drama'],['experimental'],['sinhala'],north_central,Kandy Lake Club,['contemporary'],"['devotional', 'energetic']",Unknown,[],ritual_ceremony,2026-03-10 12:53:44.322135,50,1500,upcoming,0.0,0.5
E0175,Celebration of Shehan Gunawardena,['A0325'],['visual_arts'],['traditional'],['sinhala'],uva,Sapumal Foundation,['contemporary'],"['spiritual', 'patriotic']",Unknown,[],performance,2026-05-30 12:53:44.322149,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0176,Evening with Amila Rajapaksa,['A0001'],['dance'],['low_country'],['sinhala'],southern,Kelaniya Raja Maha Vihara,['traditional'],"['energetic', 'romantic']",Unknown,[],performance,2026-02-11 12:53:44.322162,50,2000,upcoming,0.0,0.6666666666666666
E0177,Live Chandima Sivarajah,"['A0281', 'A0151']","['crafts', 'music']","['traditional', 'baila']",['sinhala'],central,Viharamahadevi Park Open Air Theatre,['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],festival,2026-06-10 12:53:44.322177,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0178,Evening with Nadeesha De Silva,['A0366'],['dance'],"['contemporary', 'folk']",['sinhala'],central,Kandy Lake Club,['contemporary'],['energetic'],Unknown,[],workshop,2026-05-31 12:53:44.322191,100,3000,upcoming,0.02564102564102564,1.0
E0179,Live Nadeesha Weerasinghe,['A0080'],['visual_arts'],['traditional'],['sinhala'],northern,Sri Lanka Foundation Institute,['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],competition,2026-05-04 12:53:44.322205,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0180,Celebration of Roshan Jayawardena,"['A0009', 'A0489']","['crafts', 'literature']","['traditional', 'contemporary']","['tamil', 'sinhala']",central,Maharagama Youth Centre,['contemporary'],"['spiritual', 'devotional', 'energetic']",Unknown,[],concert,2026-02-18 12:53:44.322220,1000,0,upcoming,0.48717948717948717,0.0
E0181,Live Shehan Sivarajah,"['A0393', 'A0131']","['visual_arts', 'music']","['traditional', 'folk_music', 'baila']",['sinhala'],western,Viharamahadevi Park Open Air Theatre,['contemporary'],"['celebratory', 'energetic', 'spiritual']",Unknown,[],performance,2026-05-30 12:53:44.322236,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0182,Celebration of Amila Senanayake,['A0214'],['music'],['baila'],['sinhala'],western,Bishop's College Auditorium,['contemporary'],"['celebratory', 'energetic']",Unknown,[],workshop,2026-03-16 12:53:44.322249,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0183,Night of Sandani Silva,['A0381'],['dance'],['fusion'],['sinhala'],uva,Paradise Road Gallery,"['contemporary', 'fusion']",['energetic'],Unknown,[],festival,2026-04-10 12:53:44.322263,50,1000,upcoming,0.0,0.3333333333333333
E0184,Independence Day - Thilini Dissanayake,"['A0349', 'A0072']","['crafts', 'visual_arts']",['contemporary'],"['sinhala', 'english']",central,Harold Peiris Gallery,['contemporary'],"['patriotic', 'energetic']",independence_day,['independence_day'],exhibition,2026-05-05 12:53:44.322278,100,1000,upcoming,0.02564102564102564,0.3333333333333333
E0185,Live Shan Amarasinghe,['A0222'],['literature'],"['traditional', 'contemporary']",['tamil'],northern,Bentota Beach Resort,['contemporary'],['reflective'],Unknown,[],performance,2026-07-03 12:53:44.322292,50,2000,upcoming,0.0,0.6666666666666666
E0186,Evening with Sanduni Weerasinghe,"['A0363', 'A0202']",['drama'],"['experimental', 'kolam']",['sinhala'],uva,Elphinstone Theatre,"['traditional', 'contemporary']","['romantic', 'spiritual', 'celebratory']",Unknown,[],concert,2026-05-29 12:53:44.322313,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0187,Celebration of Lasith Kumara,"['A0241', 'A0372']",['dance'],['low_country'],['sinhala'],southern,Navarangahala (Borella),['traditional'],"['spiritual', 'patriotic', 'romantic']",Unknown,[],concert,2026-04-14 12:53:44.322328,100,0,upcoming,0.02564102564102564,0.0
E0188,Evening with Sandani Jayawardena,['A0465'],['drama'],['experimental'],['sinhala'],north_central,Punchi Theatre (Borella),['contemporary'],"['devotional', 'energetic']",Unknown,[],concert,2026-02-14 12:53:44.322342,500,0,upcoming,0.23076923076923078,0.0
E0189,Celebration of Ayesha Pathirana,['A0297'],['literature'],['traditional'],['sinhala'],eastern,Colombo University Arts Theatre,['contemporary'],['devotional'],Unknown,[],concert,2026-02-17 12:53:44.322355,2000,2000,upcoming,1.0,0.6666666666666666
E0190,Live Vel De Silva,['A0376'],['music'],['devotional_hindu'],['tamil'],uva,Ladies' College Auditorium,['contemporary'],"['spiritual', 'devotional']",Unknown,[],festival,2026-02-17 12:53:44.322368,50,500,upcoming,0.0,0.16666666666666666
E0191,Live Priya Rathnayake,['A0153'],['crafts'],['traditional'],['sinhala'],southern,University of Peradeniya Open Air Theatre,['contemporary'],"['celebratory', 'intellectual']",Unknown,[],festival,2026-05-26 12:53:44.322381,2000,0,upcoming,1.0,0.0
E0192,Live Chathurika Fernando,['A0151'],['music'],['baila'],['sinhala'],central,Galle Face Green,['contemporary'],"['celebratory', 'energetic']",Unknown,[],concert,2026-05-12 12:53:44.322394,50,1000,upcoming,0.0,0.3333333333333333
E0193,Night of Siva Jayasuriya,"['A0493', 'A0412']","['crafts', 'music']","['carnatic', 'devotional_hindu', 'contemporary']",['tamil'],northern,Galadari Hotel Ballroom,['contemporary'],"['spiritual', 'devotional', 'energetic']",Unknown,[],festival,2026-05-27 12:53:44.322410,50,1000,upcoming,0.0,0.3333333333333333
E0194,Night of Chathurika Samaraweera,['A0428'],['drama'],['nadagam'],['sinhala'],north_central,Kandy Lake Club,['contemporary'],['patriotic'],Unknown,[],competition,2026-05-05 12:53:44.322423,200,500,upcoming,0.07692307692307693,0.16666666666666666
E0195,Night of Malsha Fernando,"['A0068', 'A0338']","['dance', 'literature']","['traditional', 'contemporary', 'sabaragamuwa']","['sinhala', 'english']",western,Galle International Cricket Stadium,['contemporary'],"['spiritual', 'patriotic', 'devotional']",Unknown,[],concert,2026-05-04 12:53:44.322454,1000,2000,upcoming,0.48717948717948717,0.6666666666666666
E0196,Celebration of Thisara Kumara,"['A0331', 'A0227', 'A0325']","['drama', 'crafts', 'visual_arts']","['street_drama', 'sokari', 'traditional', 'contemporary']","['sinhala', 'english']",sabaragamuwa,Navarangahala (Borella),['contemporary'],"['spiritual', 'energetic', 'celebratory']",Unknown,[],performance,2026-04-20 12:53:44.322471,2000,0,upcoming,1.0,0.0
E0197,Celebration of Nadeesha Jayawardena,['A0207'],['drama'],['contemporary'],"['sinhala', 'english']",eastern,Jaffna Public Library Hall,['contemporary'],['patriotic'],Unknown,[],exhibition,2026-08-02 12:53:44.322486,100,2000,upcoming,0.02564102564102564,0.6666666666666666
E0198,Celebration of Priya Mendis,['A0054'],['visual_arts'],['contemporary'],['tamil'],sabaragamuwa,Gangaramaya Temple Grounds,['contemporary'],"['celebratory', 'reflective']",Unknown,[],concert,2026-05-05 12:53:44.322499,100,1000,upcoming,0.02564102564102564,0.3333333333333333
E0199,Night of Shan Amarasinghe,['A0222'],['literature'],"['traditional', 'contemporary']",['tamil'],northern,Jaffna Public Library Hall,['contemporary'],['reflective'],Unknown,[],workshop,2026-06-04 12:53:44.322513,2000,2000,upcoming,1.0,0.6666666666666666
E0200,Peradeniya Arts Festival - Dilshan Senanayake,['A0113'],['drama'],"['street_drama', 'contemporary']",['english'],western,Gangaramaya Temple Grounds,['contemporary'],"['devotional', 'energetic', 'romantic']",peradeniya_arts_festival,['peradeniya_arts_festival'],workshop,2026-04-11 12:53:44.322527,50,500,upcoming,0.0,0.16666666666666666
E0201,Evening with Vasanthi Nadarajah,"['A0183', 'A0410', 'A0462']","['dance', 'visual_arts']","['fusion', 'bharatanatyam', 'traditional', 'contemporary']","['tamil', 'sinhala']",northern,Colombo Racecourse,"['fusion', 'contemporary']","['romantic', 'energetic', 'intellectual']",Unknown,[],ritual_ceremony,2026-07-11 12:53:44.322545,500,0,upcoming,0.23076923076923078,0.0
E0202,Celebration of Shehan Rathnayake,['A0455'],['drama'],['contemporary'],['english'],northern,Navarangahala (Borella),['contemporary'],"['intellectual', 'devotional', 'romantic']",Unknown,[],ritual_ceremony,2026-03-27 12:53:44.322559,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0203,Live Saman Pathirana,"['A0168', 'A0491', 'A0354']","['visual_arts', 'drama', 'literature']","['sokari', 'traditional', 'contemporary']","['sinhala', 'english']",eastern,Regal Theatre (Colombo),['contemporary'],"['spiritual', 'patriotic', 'devotional']",Unknown,[],competition,2026-05-14 12:53:44.322576,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0204,Evening with Dilini Amarasinghe,['A0406'],['dance'],['low_country'],['sinhala'],southern,Sugathadasa Indoor Stadium,['traditional'],['patriotic'],Unknown,[],festival,2026-05-25 12:53:44.322590,500,500,upcoming,0.23076923076923078,0.16666666666666666
E0205,Night of Isuru Samaraweera,['A0310'],['music'],['baila'],['sinhala'],uva,Gangaramaya Temple Grounds,['contemporary'],"['celebratory', 'energetic']",Unknown,[],concert,2026-03-30 12:53:44.322603,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0206,Celebration of Sachini Wijesinghe,['A0156'],['dance'],"['low_country', 'fusion']",['sinhala'],southern,Ladies' College Auditorium,['traditional'],"['reflective', 'energetic', 'romantic']",Unknown,[],workshop,2026-05-26 12:53:44.322617,100,1500,upcoming,0.02564102564102564,0.5
E0207,Celebration of Ravi Liyanage,['A0444'],['drama'],['kolam'],['sinhala'],southern,Galle Face Green,['traditional'],['devotional'],Unknown,[],concert,2026-05-20 12:53:44.322631,50,2000,upcoming,0.0,0.6666666666666666
E0208,Night of Nadeeka Liyanage,"['A0292', 'A0237', 'A0466']","['literature', 'drama', 'music']","['contemporary', 'folk_music', 'kolam', 'traditional', 'street_drama']","['tamil', 'sinhala']",southern,Nelum Pokuna Theatre,"['traditional', 'contemporary']","['romantic', 'spiritual', 'celebratory']",Unknown,[],ritual_ceremony,2026-03-09 12:53:44.322649,200,3000,upcoming,0.07692307692307693,1.0
E0209,Live Madhavi Bandara,['A0397'],['music'],"['elle', 'devotional_buddhist']",['sinhala'],southern,Anuradhapura Cultural Centre,['traditional'],"['spiritual', 'devotional']",Unknown,[],performance,2026-06-23 12:53:44.322667,1000,1500,upcoming,0.48717948717948717,0.5
E0210,Night of Nuwan Samaraweera,['A0263'],['visual_arts'],['contemporary'],['english'],northern,Galle Fort Gateway,['contemporary'],"['patriotic', 'devotional', 'energetic']",Unknown,[],exhibition,2026-02-28 12:53:44.322681,100,3000,upcoming,0.02564102564102564,1.0
E0211,Live Danushka Nadarajah,['A0471'],['drama'],['experimental'],['sinhala'],north_western,Dalada Maligawa (Temple of the Tooth),['contemporary'],['intellectual'],Unknown,[],exhibition,2026-05-20 12:53:44.322695,50,3000,upcoming,0.0,1.0
E0212,Night of Buddhika Liyanage,"['A0374', 'A0428']","['drama', 'visual_arts']","['traditional', 'nadagam']",['sinhala'],north_central,Bentota Beach Resort,['contemporary'],"['spiritual', 'patriotic', 'devotional']",Unknown,[],festival,2026-07-23 12:53:44.322710,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0213,Night of Sachini Nadarajah,['A0324'],['drama'],['nadagam'],['sinhala'],north_central,Ladies' College Auditorium,['contemporary'],"['intellectual', 'romantic', 'spiritual']",Unknown,[],competition,2026-05-21 12:53:44.322725,50,500,upcoming,0.0,0.16666666666666666
E0214,Evening with Yashodha Kumar,['A0248'],['dance'],['contemporary'],"['sinhala', 'english']",north_western,Colombo Racecourse,['contemporary'],['romantic'],Unknown,[],festival,2026-03-19 12:53:44.322752,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0215,Evening with Nirmala Ranasinghe,['A0053'],['dance'],['bharatanatyam'],['tamil'],northern,Colombo Racecourse,['contemporary'],"['spiritual', 'devotional', 'romantic']",Unknown,[],ritual_ceremony,2026-04-11 12:53:44.322769,1000,1500,upcoming,0.48717948717948717,0.5
E0216,Celebration of Desmond de Silva,"['A0026', 'A0364']","['drama', 'crafts']","['experimental', 'traditional', 'contemporary', 'nurti']","['sinhala', 'english']",southern,Bentota Beach Resort,['contemporary'],"['intellectual', 'spiritual', 'reflective']",Unknown,[],concert,2026-06-10 12:53:44.322786,100,1500,upcoming,0.02564102564102564,0.5
E0217,Peradeniya Arts Festival - Durga Liyanage,"['A0313', 'A0435']","['music', 'visual_arts']","['traditional', 'contemporary', 'baila']","['tamil', 'sinhala']",southern,Paradise Road Gallery,['contemporary'],"['intellectual', 'energetic', 'celebratory']",peradeniya_arts_festival,['peradeniya_arts_festival'],ritual_ceremony,2026-05-01 12:53:44.322803,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0218,Evening with Arun Sivarajah,"['A0337', 'A0129', 'A0445']","['drama', 'music']","['carnatic', 'kolam', 'nadagam']","['tamil', 'sinhala']",northern,Navarangahala (Borella),"['traditional', 'contemporary']","['spiritual', 'devotional', 'intellectual']",Unknown,[],exhibition,2026-03-10 12:53:44.322820,50,1500,upcoming,0.0,0.5
E0219,Celebration of Sanduni Nadarajah,['A0424'],['visual_arts'],['contemporary'],"['sinhala', 'english']",western,Kandy Lake Club,['contemporary'],['energetic'],Unknown,[],competition,2026-05-19 12:53:44.322833,2000,1000,upcoming,1.0,0.3333333333333333
E0220,Evening with Nadeesha Thiyagarajah,"['A0152', 'A0393']","['drama', 'music']","['folk_music', 'nadagam', 'baila']",['sinhala'],southern,Sapumal Foundation,['contemporary'],"['spiritual', 'celebratory', 'energetic']",Unknown,[],ritual_ceremony,2026-05-11 12:53:44.322848,1000,0,upcoming,0.48717948717948717,0.0
E0221,Night of Lakshman Amarasinghe,['A0409'],['literature'],['traditional'],['sinhala'],sabaragamuwa,Punchi Theatre (Borella),['contemporary'],"['celebratory', 'devotional']",Unknown,[],performance,2026-05-08 12:53:44.322866,1000,3000,upcoming,0.48717948717948717,1.0
E0222,Evening with Sandani Samaraweera,"['A0264', 'A0168', 'A0488']","['drama', 'crafts', 'literature']","['sokari', 'traditional', 'contemporary']","['sinhala', 'english']",sabaragamuwa,Harold Peiris Gallery,['contemporary'],"['romantic', 'spiritual', 'energetic']",Unknown,[],competition,2026-07-05 12:53:44.322883,2000,0,upcoming,1.0,0.0
E0223,Evening with Anusha Mendis,"['A0360', 'A0400']",['drama'],"['street_drama', 'nurti']",['sinhala'],north_western,Bentota Beach Resort,['contemporary'],"['intellectual', 'spiritual', 'reflective']",Unknown,[],workshop,2026-05-14 12:53:44.322899,1000,1000,upcoming,0.48717948717948717,0.3333333333333333
E0224,Live Ayesha Gunawardena,['A0114'],['drama'],['street_drama'],['sinhala'],central,Dalada Maligawa (Temple of the Tooth),['contemporary'],"['celebratory', 'devotional', 'energetic']",Unknown,[],exhibition,2026-05-27 12:53:44.322912,2000,2000,upcoming,1.0,0.6666666666666666
E0225,Live Rajan Jayawardena,['A0269'],['crafts'],"['traditional', 'contemporary']",['tamil'],eastern,Navarangahala (Borella),['contemporary'],['patriotic'],Unknown,[],ritual_ceremony,2026-04-06 12:53:44.322926,200,3000,upcoming,0.07692307692307693,1.0
E0226,Live Ragavan Sivarajah,['A0489'],['crafts'],['contemporary'],['tamil'],northern,Anuradhapura Cultural Centre,['contemporary'],['spiritual'],Unknown,[],concert,2026-06-03 12:53:44.322939,2000,3000,upcoming,1.0,1.0
E0227,Deepavali - Kavitha Senanayake,"['A0430', 'A0238']",['dance'],"['bharatanatyam', 'fusion']",['tamil'],northern,Colombo University Arts Theatre,"['fusion', 'contemporary']","['intellectual', 'patriotic', 'reflective']",deepavali,['deepavali'],workshop,2026-05-01 12:53:44.322956,2000,0,upcoming,1.0,0.0
E0228,Night of Amila Rajapaksa,"['A0001', 'A0251']","['dance', 'crafts']","['low_country', 'traditional']",['sinhala'],southern,Diyatha Uyana,"['traditional', 'contemporary']","['intellectual', 'energetic', 'romantic']",Unknown,[],festival,2026-04-06 12:53:44.322973,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0229,Night of Kasun Bandara,['A0101'],['literature'],['traditional'],['sinhala'],eastern,Diyatha Uyana,['contemporary'],"['spiritual', 'intellectual', 'reflective']",Unknown,[],exhibition,2026-04-23 12:53:44.322986,50,500,upcoming,0.0,0.16666666666666666
E0230,Independence Day - Vijay Wijesinghe,['A0300'],['visual_arts'],['contemporary'],['tamil'],north_western,Cinnamon Lakeside Ballroom,['contemporary'],"['patriotic', 'energetic']",independence_day,['independence_day'],exhibition,2026-02-21 12:53:44.323001,2000,0,upcoming,1.0,0.0
E0231,Night of Kamala Jayawardena,['A0391'],['literature'],"['traditional', 'contemporary']",['tamil'],uva,Viharamahadevi Park Open Air Theatre,['contemporary'],"['devotional', 'romantic']",Unknown,[],ritual_ceremony,2026-05-21 12:53:44.323015,200,500,upcoming,0.07692307692307693,0.16666666666666666
E0232,Peradeniya Arts Festival - Madhavi Wickremasinghe,['A0160'],['drama'],"['experimental', 'contemporary']",['sinhala'],north_central,Ladies' College Auditorium,['contemporary'],"['celebratory', 'romantic']",peradeniya_arts_festival,['peradeniya_arts_festival'],ritual_ceremony,2026-03-21 12:53:44.323029,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0233,Live Ravi Selvam,"['A0096', 'A0071']","['drama', 'music']","['carnatic', 'nurti']","['tamil', 'sinhala']",northern,Viharamahadevi Park Open Air Theatre,['contemporary'],"['celebratory', 'intellectual']",Unknown,[],performance,2026-04-19 12:53:44.323044,500,1500,upcoming,0.23076923076923078,0.5
E0234,Celebration of Hiruni Bandara,['A0405'],['visual_arts'],['contemporary'],"['sinhala', 'english']",north_central,Sri Lanka Foundation Institute,['contemporary'],"['spiritual', 'devotional', 'celebratory']",Unknown,[],exhibition,2026-02-18 12:53:44.323058,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0235,Evening with Nadeeka Samaraweera,['A0176'],['literature'],['traditional'],['sinhala'],western,Sapumal Foundation,['contemporary'],['romantic'],Unknown,[],concert,2026-03-20 12:53:44.323075,50,0,upcoming,0.0,0.0
E0236,Celebration of Nalaka Perera,['A0128'],['dance'],['sabaragamuwa'],['sinhala'],eastern,Colombo Hilton Grand Ballroom,['contemporary'],"['spiritual', 'devotional', 'reflective']",Unknown,[],performance,2026-05-28 12:53:44.323088,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0237,Live Lakshman Amarasinghe,['A0409'],['literature'],['traditional'],['sinhala'],sabaragamuwa,Kelaniya Raja Maha Vihara,['contemporary'],"['celebratory', 'devotional']",Unknown,[],ritual_ceremony,2026-05-21 12:53:44.323102,50,500,upcoming,0.0,0.16666666666666666
E0238,Live Anusha Ekanayake,['A0127'],['visual_arts'],['traditional'],['sinhala'],southern,Cinnamon Lakeside Ballroom,['contemporary'],"['intellectual', 'celebratory', 'spiritual']",Unknown,[],concert,2026-07-22 12:53:44.323116,100,1500,upcoming,0.02564102564102564,0.5
E0239,Night of Ajith Mendis,"['A0166', 'A0015']","['literature', 'music']","['traditional', 'contemporary', 'folk_music']","['sinhala', 'english']",uva,Sapumal Foundation,['contemporary'],"['devotional', 'reflective']",Unknown,[],competition,2026-03-21 12:53:44.323131,100,500,upcoming,0.02564102564102564,0.16666666666666666
E0240,Thai Pongal - Sandani Ekanayake,"['A0323', 'A0013']","['dance', 'music']","['bharatanatyam', 'fusion']","['tamil', 'sinhala']",north_western,Maharagama Youth Centre,"['contemporary', 'fusion']","['spiritual', 'devotional', 'reflective']",thai_pongal,['thai_pongal'],workshop,2026-07-02 12:53:44.323168,2000,500,upcoming,1.0,0.16666666666666666
E0241,Celebration of Ruwan Kumara,['A0002'],['literature'],['contemporary'],['english'],central,Punchi Theatre (Borella),['contemporary'],"['spiritual', 'patriotic', 'reflective']",Unknown,[],exhibition,2026-05-15 12:53:44.323182,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0242,Evening with Madhavi Gunasekara,['A0496'],['music'],"['classical_sinhala', 'baila']",['sinhala'],uva,Galadari Hotel Ballroom,['traditional'],"['celebratory', 'energetic']",Unknown,[],performance,2026-05-06 12:53:44.323195,500,0,upcoming,0.23076923076923078,0.0
E0243,Night of Shehan Sivarajah,['A0393'],['music'],"['folk_music', 'baila']",['sinhala'],western,Colombo Racecourse,['contemporary'],"['celebratory', 'energetic']",Unknown,[],festival,2026-08-01 12:53:44.323208,200,0,upcoming,0.07692307692307693,0.0
E0244,Evening with Dinesh Wijesinghe,"['A0249', 'A0209']","['dance', 'music']","['fusion', 'folk_music']",['sinhala'],northern,Galle Fort Gateway,"['fusion', 'contemporary']","['intellectual', 'spiritual', 'reflective']",Unknown,[],festival,2026-07-13 12:53:44.323224,50,500,upcoming,0.0,0.16666666666666666
E0245,Evening with Hiruni Samaraweera,['A0266'],['drama'],['kolam'],['sinhala'],southern,Jaffna Public Library Hall,['traditional'],"['spiritual', 'patriotic', 'reflective']",Unknown,[],competition,2026-04-13 12:53:44.323243,500,2000,upcoming,0.23076923076923078,0.6666666666666666
E0246,Night of Malsha Pathirana,"['A0419', 'A0427']","['dance', 'music']","['classical_sinhala', 'low_country', 'sabaragamuwa']",['sinhala'],north_central,University of Peradeniya Open Air Theatre,['traditional'],"['reflective', 'patriotic', 'energetic']",Unknown,[],workshop,2026-07-04 12:53:44.323259,50,500,upcoming,0.0,0.16666666666666666
E0247,Evening with Saman Gunawardena,['A0288'],['literature'],['contemporary'],['english'],sabaragamuwa,Sapumal Foundation,['contemporary'],"['devotional', 'romantic', 'reflective']",Unknown,[],exhibition,2026-05-07 12:53:44.323273,2000,0,upcoming,1.0,0.0
E0248,Live Thilini Rajapaksa,['A0395'],['literature'],"['traditional', 'contemporary']",['english'],north_western,Cinnamon Lakeside Ballroom,['contemporary'],"['spiritual', 'energetic']",Unknown,[],concert,2026-06-08 12:53:44.323286,50,3000,upcoming,0.0,1.0
E0249,Vesak - Lahiru Silva,"['A0347', 'A0055', 'A0088']","['music', 'drama', 'visual_arts']","['carnatic', 'experimental', 'contemporary', 'devotional_buddhist']","['tamil', 'sinhala', 'english']",sabaragamuwa,Nelum Pokuna Theatre,"['traditional', 'contemporary']","['spiritual', 'patriotic', 'devotional']",vesak,['vesak'],concert,2026-04-15 12:53:44.323304,200,1000,upcoming,0.07692307692307693,0.3333333333333333
E0250,Night of Lasith Perera,['A0223'],['music'],['fusion'],['sinhala'],eastern,Cinnamon Lakeside Ballroom,"['contemporary', 'fusion']","['spiritual', 'patriotic', 'energetic']",Unknown,[],workshop,2026-03-23 12:53:44.323318,50,1500,upcoming,0.0,0.5
E0251,Peradeniya Arts Festival - Mahela Senanayake,"['A0282', 'A0332']","['literature', 'music']","['elle', 'contemporary', 'traditional']","['sinhala', 'english']",sabaragamuwa,Galle Fort Gateway,['contemporary'],"['intellectual', 'energetic', 'reflective']",peradeniya_arts_festival,['peradeniya_arts_festival'],competition,2026-07-10 12:53:44.323334,2000,1000,upcoming,1.0,0.3333333333333333
E0252,Night of Vani Sivarajah,"['A0037', 'A0379']","['literature', 'visual_arts']","['traditional', 'contemporary']",['tamil'],sabaragamuwa,Cinnamon Lakeside Ballroom,['contemporary'],"['spiritual', 'patriotic', 'devotional']",Unknown,[],performance,2026-05-17 12:53:44.323349,2000,2000,upcoming,1.0,0.6666666666666666
E0253,Night of Vindya Amarasinghe,['A0435'],['music'],['baila'],['sinhala'],north_central,Ladies' College Auditorium,['contemporary'],"['celebratory', 'energetic']",Unknown,[],performance,2026-02-16 12:53:44.323362,500,0,upcoming,0.23076923076923078,0.0
E0254,Night of Nalaka Amarasinghe,['A0213'],['music'],"['classical_sinhala', 'folk_music']",['sinhala'],central,Nelum Pokuna Theatre,['traditional'],['reflective'],Unknown,[],ritual_ceremony,2026-02-24 12:53:44.323376,1000,500,upcoming,0.48717948717948717,0.16666666666666666
E0255,Celebration of Sandani Jayawardena,['A0334'],['visual_arts'],['contemporary'],['sinhala'],uva,Colombo University Arts Theatre,['contemporary'],"['intellectual', 'romantic']",Unknown,[],workshop,2026-03-28 12:53:44.323389,500,0,upcoming,0.23076923076923078,0.0
E0256,Night of Mohan Perera,['A0286'],['visual_arts'],['contemporary'],['tamil'],northern,Royal College Main Hall,['contemporary'],"['celebratory', 'romantic']",Unknown,[],workshop,2026-06-27 12:53:44.323403,500,500,upcoming,0.23076923076923078,0.16666666666666666
E0257,Live Dilshan Selvam,['A0099'],['dance'],['low_country'],['sinhala'],southern,University of Peradeniya Open Air Theatre,['traditional'],"['intellectual', 'devotional']",Unknown,[],performance,2026-07-29 12:53:44.323417,1000,3000,upcoming,0.48717948717948717,1.0
E0258,Peradeniya Arts Festival - Lahiru Perera,"['A0085', 'A0215', 'A0499']","['drama', 'visual_arts']","['street_drama', 'traditional', 'contemporary']","['sinhala', 'english']",north_central,Bentota Beach Resort,['contemporary'],"['celebratory', 'patriotic']",peradeniya_arts_festival,['peradeniya_arts_festival'],festival,2026-04-17 12:53:44.323435,500,1000,upcoming,0.23076923076923078,0.3333333333333333
E0259,Thai Pongal - Ganesh De Silva,['A0257'],['dance'],"['bharatanatyam', 'fusion']",['tamil'],northern,Mount Lavinia Hotel Ballroom,"['contemporary', 'fusion']","['spiritual', 'patriotic']",thai_pongal,['thai_pongal'],exhibition,2026-06-15 12:53:44.323449,500,0,upcoming,0.23076923076923078,0.0
